chr	pos	ref_base	strand	mod	WT2_depth	WT2_basecall_accuracy	WT2_mod_freq	WT2_mod_prob	KOM3_depth	KOM3_basecall_accuracy	KOM3_mod_freq	KOM3_mod_prob	WT1_depth	WT1_basecall_accuracy	WT1_mod_freq	WT1_mod_prob	KOM14_depth	KOM14_basecall_accuracy	KOM14_mod_freq	KOM14_mod_prob
chr17	46774845	A	-	m6A	189	0.995	0.085	0.733	32	1	0	NA	33	1	0.061	0.533	95	1	0.053	0.733
chr17	46775148	A	-	m6A	359	0.986	0.058	0.8	119	0.992	0	NA	109	0.982	0.11	0.8	185	0.995	0.049	0.7
chr17	46775427	A	-	m6A	285	0.989	0.211	0.733	83	1	0.036	0.8	76	0.987	0.237	0.7	143	0.979	0.105	0.733
chr17	46891588	A	+	m6A	80	0.988	0.412	0.7	45	1	0.178	0.867	25	1	0.48	0.733	51	0.98	0.333	0.633
chr17	46891621	A	+	m6A	79	0.911	0.241	0.7	50	1	0.1	0.933	29	0.931	0.172	0.633	53	1	0.132	0.733
chr17	47601424	A	-	m6A	218	0.963	0.486	0.8	141	0.943	0.376	0.8	60	0.967	0.467	0.767	105	0.933	0.438	0.817
chr17	47601507	A	-	m6A	225	0.987	0.08	0.7	121	1	0.05	0.733	59	0.949	0.051	0.667	102	0.971	0.049	0.767
chr17	47792146	A	+	m6A	89	0.966	0.157	0.75	36	0.917	0.083	0.8	39	0.949	0.103	0.75	75	0.973	0.107	0.717
chr17	47792221	A	+	m6A	104	0.99	0.308	0.85	46	1	0.087	0.917	44	1	0.205	0.867	79	0.987	0.114	0.833
chr17	56067471	A	+	m6A	97	0.99	0.144	0.733	42	1	0.024	0.567	32	1	0.312	0.667	51	1	0.059	0.733
chr17	56067859	A	+	m6A	303	0.993	0.294	0.8	146	1	0.116	0.767	97	0.969	0.34	0.8	142	0.993	0.275	0.767
chr17	56068003	A	+	m6A	262	1	0.065	0.733	127	0.969	0.024	0.667	79	0.975	0.101	0.65	132	0.992	0.023	0.733
chr17	56176728	A	-	m6A	202	0.99	0.223	0.867	108	1	0.056	0.65	89	1	0.258	0.833	109	1	0.064	0.867
chr17	56563058	A	-	m6A	112	0.982	0.152	0.667	60	1	0.067	0.733	39	1	0.154	0.7	70	0.986	0.086	0.7
chr17	56563219	A	-	m6A	83	0.916	0.084	0.667	36	0.944	0.083	0.933	26	0.962	0.231	0.733	55	1	0.073	0.717
chr17	56607634	A	-	m6A	341	0.974	0.37	0.817	285	0.989	0.095	0.8	125	0.976	0.448	0.85	239	0.992	0.176	0.8
chr17	56614369	A	-	m6A	329	0.994	0.14	0.8	208	0.995	0.034	0.867	127	0.984	0.134	0.667	208	0.981	0.082	0.767
chr17	56614511	A	-	m6A	339	0.991	0.068	0.767	212	0.976	0.024	0.767	131	0.992	0.084	0.933	215	0.977	0.042	0.767
chr17	56711397	A	+	m6A	358	0.986	0.103	0.767	189	0.984	0.053	0.7	134	0.985	0.134	0.667	178	0.983	0.051	0.867
chr17	56711572	A	+	m6A	393	0.985	0.361	0.8	227	0.991	0.256	0.8	151	0.993	0.397	0.8	206	0.985	0.282	0.767
chr17	56711617	A	+	m6A	408	0.951	0.115	0.733	251	0.984	0.04	0.633	158	0.975	0.082	0.767	211	0.943	0.085	0.733
chr17	57021186	A	-	m6A	344	0.983	0.052	0.717	209	0.995	0.029	0.8	271	0.996	0.07	0.833	297	0.993	0.037	0.8
chr17	57263219	A	+	m6A	106	0.991	0.113	0.75	48	1	0	NA	30	1	0.1	0.967	69	1	0.029	0.733
chr17	65580472	A	-	m6A	224	0.987	0.058	0.833	59	1	0.034	0.867	91	1	0.066	0.733	167	0.994	0.018	0.7
chr17	66119123	A	+	m6A	102	0.971	0.167	0.733	48	1	0.021	0.633	42	0.976	0.167	0.833	70	0.971	0.043	0.733
chr17	66119285	A	+	m6A	120	0.992	0.333	0.75	53	0.981	0.17	0.8	47	1	0.319	0.833	75	1	0.253	0.833
chr17	70844396	A	-	m6A	380	0.979	0.263	0.717	163	0.994	0.153	0.7	149	0.987	0.255	0.7	241	0.975	0.178	0.667
chr17	70844419	A	-	m6A	407	0.995	0.084	0.783	178	0.994	0.039	0.667	164	1	0.079	0.667	255	1	0.02	0.733
chr17	70974250	A	-	m6A	421	0.969	0.083	0.833	147	0.973	0.007	0.9	193	0.979	0.104	0.817	317	0.978	0.047	0.767
chr17	71658811	A	+	m6A	308	0.994	0.279	0.833	141	0.993	0.064	0.8	103	0.99	0.311	0.8	164	0.97	0.146	0.833
chr17	71658866	A	+	m6A	274	0.927	0.12	0.8	136	0.963	0.029	0.7	88	0.909	0.114	0.65	155	0.968	0.045	0.8
chr17	72849407	A	+	m6A	68	0.985	0.324	0.833	54	1	0.111	0.8	42	1	0.452	0.767	51	1	0.255	0.733
chr17	75537328	A	-	m6A	140	0.893	0.186	0.767	71	0.93	0.014	0.667	56	0.911	0.161	0.7	82	0.915	0.098	0.717
chr17	78947000	A	+	m6A	71	0.972	0.254	0.667	37	0.973	0.135	0.667	29	0.862	0.172	0.733	58	0.966	0.121	0.733
chr17	83480006	A	+	m6A	117	0.991	0.513	0.817	41	0.976	0.366	0.733	47	0.979	0.617	0.9	77	0.987	0.597	0.767
chr17	83480019	A	+	m6A	121	0.975	0.058	0.8	45	0.978	0	NA	48	0.979	0.104	0.667	79	0.987	0.013	0.7
chr17	83501952	A	-	m6A	560	0.993	0.096	0.733	251	0.996	0.02	0.567	273	0.989	0.106	0.767	384	0.995	0.036	0.7
chr17	83502292	A	-	m6A	450	0.978	0.28	0.817	177	0.983	0.079	0.8	213	0.981	0.268	0.767	309	0.99	0.162	0.783
chr17	83502587	A	-	m6A	121	0.975	0.198	0.767	37	0.946	0.189	0.767	46	1	0.283	0.733	101	0.97	0.198	0.75
chr17	87254819	A	-	m6A	74	1	0.135	0.783	51	1	0.02	0.6	40	1	0.125	0.767	47	0.979	0.064	0.733
chr17	87433656	A	-	m6A	861	0.988	0.066	0.767	287	1	0.024	0.733	317	0.997	0.098	0.867	505	0.998	0.028	0.667
chr18	6201413	A	-	m6A	217	0.991	0.12	0.8	46	1	0.065	0.867	53	0.962	0.075	0.717	79	1	0.025	0.817
chr18	9993429	A	+	m6A	154	0.981	0.182	0.75	84	0.988	0.06	0.733	50	1	0.24	0.717	77	1	0.078	0.717
chr18	12156561	A	+	m6A	92	0.978	0.12	0.833	49	0.98	0.02	0.833	34	1	0.118	0.75	48	0.979	0	NA
chr18	31581739	A	-	m6A	47	0.957	0.298	0.783	42	0.976	0.143	0.95	30	0.9	0.2	0.8	31	1	0.29	0.8
chr18	31722966	A	+	m6A	134	0.925	0.201	0.733	72	1	0.069	0.733	35	0.971	0.143	0.867	64	0.969	0.062	0.8
chr18	31723045	A	+	m6A	131	1	0.29	0.833	75	1	0.133	0.767	38	1	0.289	0.867	67	0.985	0.149	0.883
chr18	31796543	A	+	m6A	300	0.977	0.073	0.883	136	0.963	0.015	0.65	58	0.966	0.069	0.883	148	0.973	0.054	0.75
chr18	31907152	A	+	m6A	209	0.986	0.139	0.7	93	0.935	0.075	0.7	61	0.984	0.213	0.7	101	0.96	0.069	0.6
chr18	32269981	A	+	m6A	164	0.988	0.091	0.733	65	0.985	0.077	0.767	51	1	0.216	0.667	70	1	0.114	0.633
chr18	32865934	A	+	m6A	244	1	0.143	0.867	103	1	0.029	0.933	61	1	0.131	0.767	124	1	0.056	0.867
chr18	32866251	A	+	m6A	136	1	0.287	0.767	29	1	0.069	0.95	35	1	0.429	0.733	44	1	0.114	0.733
chr18	34632350	A	+	m6A	144	0.993	0.097	0.733	32	1	0.031	0.667	35	0.971	0.114	0.583	91	0.967	0.044	0.817
chr18	34838634	A	+	m6A	77	1	0.273	0.867	25	1	0.04	1	25	1	0.24	0.767	42	1	0.119	0.867
chr18	34904752	A	-	m6A	272	0.996	0.438	0.767	47	1	0.404	0.667	64	1	0.516	0.833	122	1	0.344	0.783
chr18	34938258	A	-	m6A	646	0.997	0.118	0.8	208	0.995	0.01	0.95	213	0.995	0.122	0.767	362	1	0.039	0.717
chr18	34938267	A	-	m6A	591	0.992	0.096	0.8	196	0.995	0.036	0.867	189	0.984	0.069	0.8	339	0.988	0.032	0.733
chr18	35254448	A	+	m6A	541	0.994	0.46	0.8	187	0.995	0.23	0.833	233	1	0.584	0.833	331	0.997	0.347	0.8
chr18	35616414	A	+	m6A	183	1	0.115	0.767	87	1	0.011	0.667	53	1	0.113	0.683	87	0.977	0.069	0.783
chr18	35806123	A	+	m6A	85	0.988	0.553	0.867	41	1	0.244	0.917	31	1	0.677	0.833	53	1	0.245	0.833
chr18	35861313	A	+	m6A	127	0.984	0.118	0.9	70	0.986	0.014	0.767	53	1	0.075	0.833	70	1	0.014	0.833
chr18	36404175	A	-	m6A	846	0.983	0.074	0.833	529	0.992	0.002	0.533	298	0.983	0.111	0.867	440	0.982	0.018	0.767
chr18	36667436	A	-	m6A	217	1	0.12	0.7	116	0.991	0.026	0.667	53	1	0.113	0.567	107	0.991	0.037	0.817
chr18	36742521	A	-	m6A	1223	0.9	0.158	0.867	1018	0.913	0.023	0.8	479	0.891	0.18	0.833	558	0.934	0.032	0.783
chr18	36742551	A	-	m6A	1259	0.986	0.068	0.733	1056	0.995	0.009	0.833	487	0.986	0.086	0.783	579	0.986	0.028	0.8
chr18	36766609	A	-	m6A	219	0.982	0.32	0.817	81	0.988	0.099	0.733	50	0.96	0.34	0.833	122	1	0.18	0.717
chr18	36766645	A	-	m6A	202	0.98	0.099	0.767	76	1	0.013	0.967	51	0.98	0.098	0.567	112	0.982	0.027	0.633
chr18	36766781	A	-	m6A	212	0.962	0.127	0.7	79	0.987	0.038	0.833	48	0.958	0.229	0.667	114	0.982	0.061	0.8
chr18	36797943	A	+	m6A	178	0.972	0.079	0.817	106	0.991	0.019	0.617	40	1	0.075	0.633	68	0.971	0.029	0.9
chr18	36798058	A	+	m6A	205	0.99	0.332	0.8	141	1	0.128	0.833	50	0.98	0.36	0.717	87	0.989	0.207	0.9
chr18	37642235	A	-	m6A	228	0.996	0.43	0.767	66	0.985	0.227	0.8	47	1	0.489	0.8	101	0.98	0.287	0.8
chr18	37843988	A	-	m6A	189	0.979	0.127	0.7	89	1	0.045	0.85	62	0.968	0.113	0.833	119	0.983	0.034	0.933
chr18	37937311	A	-	m6A	161	0.981	0.422	0.833	59	0.983	0.051	0.767	39	1	0.385	0.7	75	0.973	0.24	0.833
chr18	41875675	A	-	m6A	105	1	0.124	0.7	72	1	0.083	0.933	40	0.975	0.25	0.733	58	1	0.086	0.633
chr18	42202438	A	-	m6A	682	0.996	0.063	0.767	311	0.99	0.006	0.933	263	1	0.095	0.8	317	0.997	0.013	0.833
chr18	46586199	A	-	m6A	130	0.962	0.215	0.7	49	0.959	0.061	0.8	42	0.952	0.31	0.733	82	0.976	0.098	0.667
chr18	53682024	A	-	m6A	119	0.983	0.193	0.767	64	1	0.031	0.817	39	0.974	0.103	0.75	62	1	0.016	0.933
chr18	56587130	A	+	m6A	292	0.976	0.158	0.817	304	0.984	0.03	0.8	65	1	0.169	0.867	157	0.987	0.07	0.667
chr18	57389319	A	+	m6A	260	0.981	0.146	0.75	347	0.983	0.072	0.633	145	0.986	0.248	0.733	197	0.985	0.091	0.7
chr18	60572535	A	+	m6A	172	1	0.093	0.733	140	1	0.007	0.833	76	0.987	0.105	0.75	109	0.991	0.018	0.683
chr18	60572559	A	+	m6A	171	0.994	0.164	0.833	135	0.993	0.044	0.683	73	1	0.164	0.8	106	0.991	0.075	0.867
chr18	60572618	A	+	m6A	176	0.994	0.114	0.8	141	0.986	0.014	0.7	77	1	0.13	0.817	106	1	0.028	0.933
chr18	60814121	A	-	m6A	290	0.997	0.207	0.767	96	1	0.073	0.633	51	1	0.235	0.85	159	0.994	0.063	0.8
chr18	61019164	A	-	m6A	246	0.931	0.081	0.7	156	0.917	0.038	0.65	96	0.948	0.104	0.667	103	0.913	0.058	0.8
chr18	61019169	A	-	m6A	254	0.961	0.272	0.833	157	0.981	0.102	0.817	109	0.972	0.229	0.833	106	0.962	0.094	0.817
chr18	61019523	A	-	m6A	114	0.947	0.149	0.667	40	0.95	0	NA	40	0.975	0.075	0.567	67	0.97	0.015	0.767
chr18	61588007	A	+	m6A	268	0.993	0.347	0.8	94	0.989	0.106	0.8	90	1	0.411	0.767	168	0.988	0.226	0.75
chr18	61588096	A	+	m6A	298	0.98	0.419	0.833	108	0.981	0.13	0.9	97	0.979	0.526	0.833	187	0.995	0.219	0.833
chr18	64500478	A	-	m6A	248	0.98	0.137	0.833	38	1	0	NA	73	1	0.123	0.767	132	0.97	0.045	0.933
chr18	65981083	A	-	m6A	128	0.953	0.07	0.667	61	0.951	0	NA	53	0.962	0.075	0.733	98	0.959	0.041	0.617
chr18	67404788	A	-	m6A	118	0.898	0.339	0.8	49	0.918	0.163	0.717	35	0.914	0.514	0.817	70	0.914	0.286	0.85
chr18	67405020	A	-	m6A	149	0.993	0.067	0.633	56	0.982	0	NA	46	0.978	0.087	0.633	94	1	0.011	0.7
chr18	67795266	A	+	m6A	150	1	0.127	0.733	90	1	0	NA	70	1	0.086	0.883	103	0.99	0.058	0.9
chr18	74196884	A	-	m6A	174	0.977	0.218	0.767	93	0.978	0.032	0.567	57	0.947	0.211	0.817	84	0.976	0.024	0.667
chr18	74196951	A	-	m6A	200	0.99	0.08	0.667	99	1	0.02	0.6	60	0.967	0.15	0.667	91	0.978	0.022	0.75
chr18	75286759	A	+	m6A	131	0.985	0.076	0.817	150	1	0.02	0.867	91	0.989	0.055	0.733	91	0.989	0.033	0.567
chr18	75286765	A	+	m6A	124	0.976	0.065	0.867	144	0.993	0.021	0.6	81	0.988	0.062	0.7	88	0.989	0.034	0.6
chr18	75286823	A	+	m6A	136	0.993	0.096	0.733	150	1	0.007	0.533	92	1	0.163	0.7	88	1	0.068	0.667
chr18	76940589	A	+	m6A	126	0.992	0.103	0.767	40	1	0	NA	37	0.973	0.108	0.817	46	1	0.022	0.967
chr18	77152964	A	+	m6A	141	1	0.461	0.767	40	1	0.525	0.667	29	0.966	0.414	0.8	62	1	0.306	0.7
chr18	77153025	A	+	m6A	145	1	0.062	0.667	41	1	0	NA	29	1	0.069	0.783	64	1	0.031	0.533
chr18	80192350	A	-	m6A	300	0.963	0.353	0.833	276	0.964	0.116	0.833	95	0.968	0.337	0.833	137	0.993	0.226	0.8
chr18	80192439	A	-	m6A	323	0.988	0.084	0.7	288	0.986	0.017	0.7	104	0.981	0.077	0.633	149	0.98	0.034	0.667
chr18	80212356	A	+	m6A	326	0.972	0.267	0.733	138	0.949	0.123	0.833	97	0.948	0.309	0.8	167	0.958	0.21	0.7
chr18	80222325	A	+	m6A	653	0.992	0.395	0.8	430	0.986	0.184	0.833	169	0.97	0.402	0.8	318	0.981	0.245	0.833
chr18	80222376	A	+	m6A	656	0.985	0.239	0.767	420	0.988	0.076	0.733	172	0.971	0.285	0.8	315	0.981	0.133	0.767
chr18	84667700	A	-	m6A	551	0.984	0.143	0.8	278	0.993	0.036	0.9	364	0.975	0.212	0.833	432	0.968	0.06	0.733
chr18	84879741	A	+	m6A	244	1	0.193	0.767	67	0.985	0.075	0.867	35	1	0.2	0.933	82	0.976	0.073	0.733
chr18	84981327	A	+	m6A	500	0.972	0.486	0.867	203	0.966	0.158	0.833	223	0.964	0.502	0.9	312	0.984	0.234	0.867
chr19	3455141	A	-	m6A	306	0.954	0.229	0.833	193	0.969	0.073	0.85	173	0.908	0.26	0.833	182	0.912	0.11	0.75
chr19	3455209	A	-	m6A	307	0.987	0.195	0.8	190	0.995	0.084	0.75	164	0.97	0.256	0.8	179	0.983	0.095	0.833
chr19	3455252	A	-	m6A	294	0.99	0.18	0.7	167	1	0.018	0.667	156	1	0.288	0.7	172	0.977	0.134	0.8
chr19	3455405	A	-	m6A	199	0.985	0.216	0.8	97	0.99	0.082	0.833	98	0.99	0.286	0.75	124	0.984	0.129	0.683
chr19	3455477	A	-	m6A	158	0.975	0.241	0.817	82	0.976	0.085	0.867	64	1	0.266	0.767	103	0.971	0.155	0.8
chr19	4316339	A	-	m6A	58	0.983	0.069	0.717	27	1	0.037	0.833	29	1	0.345	0.717	36	1	0.111	0.617
chr19	4622753	A	-	m6A	76	1	0.171	0.6	34	0.941	0.088	0.6	28	1	0.179	0.867	68	0.971	0.25	0.767
chr19	4801111	A	-	m6A	209	0.995	0.144	0.767	123	1	0.041	0.867	83	0.988	0.157	0.767	110	0.982	0.027	0.7
chr19	4825539	A	-	m6A	89	0.989	0.258	0.833	41	1	0.049	0.867	36	1	0.333	0.75	79	1	0.177	0.833
chr19	4907520	A	-	m6A	396	0.99	0.323	0.767	214	0.991	0.121	0.767	195	0.985	0.426	0.767	237	0.983	0.173	0.767
chr19	4964855	A	+	m6A	638	0.987	0.321	0.867	465	0.996	0.088	0.833	241	0.975	0.315	0.867	369	0.997	0.127	0.833
chr19	5049558	A	+	m6A	122	1	0.197	0.883	104	1	0.135	0.767	33	0.97	0.333	0.767	73	1	0.123	0.7
chr19	5049620	A	+	m6A	148	0.993	0.068	0.633	121	1	0.058	0.633	40	0.95	0.075	0.667	79	0.987	0.013	0.533
chr19	5049889	A	+	m6A	190	0.995	0.142	0.667	174	1	0.04	0.7	69	1	0.159	0.667	108	1	0.019	0.7
chr19	5107976	A	-	m6A	59	0.983	0.102	0.75	43	0.977	0.047	0.65	37	1	0.108	0.717	30	1	0.033	0.967
chr19	5274208	A	-	m6A	543	0.993	0.145	0.867	306	0.99	0.049	0.8	226	0.987	0.177	0.883	341	0.997	0.065	0.833
chr19	5274216	A	-	m6A	548	0.985	0.069	0.767	298	0.987	0.003	0.967	228	1	0.11	0.767	334	0.988	0.018	0.717
chr19	5274375	A	-	m6A	496	0.998	0.067	0.867	191	0.995	0.031	0.817	167	1	0.096	0.883	312	1	0.029	0.8
chr19	5370118	A	+	m6A	340	0.976	0.209	0.8	252	0.992	0.032	0.883	139	0.986	0.223	0.767	228	0.991	0.083	0.8
chr19	5370145	A	+	m6A	338	0.911	0.083	0.767	256	0.918	0.012	0.8	136	0.897	0.059	0.767	224	0.96	0.022	0.767
chr19	5427123	A	+	m6A	67	1	0.328	0.75	49	0.98	0.102	0.733	41	1	0.22	0.867	57	1	0.228	0.8
chr19	5427141	A	+	m6A	65	0.938	0.092	0.95	50	0.98	0	NA	40	0.95	0.125	0.767	60	0.867	0.05	0.733
chr19	5427182	A	+	m6A	52	0.846	0.135	0.767	39	0.974	0.103	0.683	32	0.844	0.156	0.8	44	0.909	0.023	0.767
chr19	5456674	A	-	m6A	61	0.934	0.361	0.85	57	0.947	0.351	0.833	31	0.935	0.29	0.767	56	0.964	0.375	0.733
chr19	5456724	A	-	m6A	74	0.946	0.351	0.833	67	0.97	0.06	0.7	32	0.875	0.281	0.867	58	0.948	0.241	0.783
chr19	5492729	A	+	m6A	603	0.995	0.088	0.8	71	1	0	NA	100	0.99	0.14	0.8	331	0.997	0.021	0.767
chr19	5602846	A	+	m6A	238	0.992	0.08	0.867	126	0.976	0.008	0.867	81	0.988	0.148	0.767	167	0.994	0.024	0.767
chr19	5664747	A	-	m6A	55	0.964	0.164	0.7	45	0.978	0.089	0.833	26	0.962	0.115	0.567	41	0.976	0.049	0.783
chr19	5664802	A	-	m6A	54	0.907	0.463	0.767	43	0.953	0.279	0.75	29	0.931	0.483	0.833	42	0.929	0.429	0.8
chr19	5758576	A	-	m6A	77	1	0.208	0.85	33	0.97	0.03	0.867	36	0.972	0.25	0.867	65	0.985	0.169	0.8
chr19	5940755	A	-	m6A	148	0.98	0.074	0.733	73	0.959	0.014	0.733	64	0.969	0.078	0.833	132	0.962	0.03	0.617
chr19	6062400	A	+	m6A	99	1	0.586	0.867	104	1	0.462	0.817	44	1	0.523	0.867	77	0.987	0.455	0.833
chr19	6081068	A	-	m6A	95	0.979	0.053	0.9	52	0.981	0.019	0.633	30	0.933	0.067	0.883	65	1	0.031	0.817
chr19	6116160	A	-	m6A	102	0.98	0.108	0.7	65	1	0	NA	33	0.97	0.091	0.633	66	0.985	0.015	0.833
chr19	6116211	A	-	m6A	91	0.989	0.165	0.833	59	0.983	0.085	0.7	35	1	0.2	0.9	73	0.986	0.068	0.8
chr19	6116268	A	-	m6A	91	0.978	0.374	0.767	46	0.978	0.348	0.717	29	1	0.552	0.783	63	0.952	0.317	0.733
chr19	6116304	A	-	m6A	102	1	0.294	0.817	51	0.98	0.02	0.967	29	1	0.31	0.8	68	1	0.118	0.633
chr19	6134460	A	-	m6A	233	0.996	0.064	0.8	247	0.996	0.012	0.767	133	1	0.098	0.7	159	1	0.038	0.633
chr19	6134788	A	-	m6A	131	0.992	0.16	0.833	95	1	0	NA	59	0.983	0.051	0.967	95	0.989	0.021	0.817
chr19	6137515	A	-	m6A	68	1	0.25	0.733	40	0.975	0.05	0.783	31	1	0.226	0.9	48	1	0.146	0.767
chr19	6982729	A	-	m6A	151	0.934	0.139	0.8	43	0.953	0.07	0.767	55	0.964	0.145	0.717	78	0.987	0.103	0.9
chr19	7199066	A	-	m6A	178	0.994	0.062	0.767	88	1	0.011	0.6	84	1	0.095	0.75	109	0.991	0.018	0.8
chr19	7215226	A	-	m6A	1788	0.923	0.055	0.733	955	0.939	0.012	0.733	734	0.918	0.057	0.683	1234	0.937	0.03	0.767
chr19	7226089	A	-	m6A	99	0.96	0.061	0.85	43	0.977	0.023	0.8	38	1	0.132	0.8	69	0.971	0.029	0.817
chr19	7226169	A	-	m6A	79	1	0.177	0.7	40	1	0.15	0.817	32	1	0.281	0.767	53	1	0.113	0.85
chr19	7274734	A	+	m6A	97	1	0.165	0.65	36	1	0	NA	26	1	0.192	0.7	54	0.981	0.019	0.767
chr19	7274791	A	+	m6A	149	0.966	0.168	0.833	72	0.931	0.014	0.933	41	0.927	0.195	0.633	78	0.974	0.038	0.7
chr19	7274870	A	+	m6A	186	1	0.188	0.8	112	0.991	0.036	0.867	56	1	0.179	0.85	101	0.99	0.079	0.833
chr19	7426045	A	-	m6A	168	0.994	0.06	0.7	96	0.99	0.021	0.6	82	0.976	0.085	0.8	111	0.964	0.009	0.567
chr19	7426330	A	-	m6A	109	0.972	0.101	0.767	41	1	0.024	0.667	45	1	0.089	0.633	72	0.958	0.028	0.733
chr19	8770844	A	+	m6A	267	0.921	0.217	0.817	127	0.976	0.094	0.85	114	0.947	0.298	0.833	156	0.955	0.167	0.833
chr19	8772273	A	+	m6A	114	0.982	0.14	0.833	56	1	0.018	0.8	39	0.974	0.103	0.85	71	0.986	0.014	0.933
chr19	8772283	A	+	m6A	102	1	0.402	0.8	52	1	0.25	0.767	33	0.939	0.182	0.9	59	0.983	0.22	0.833
chr19	8772399	A	+	m6A	109	0.982	0.165	0.75	54	0.944	0.056	0.7	37	0.946	0.108	0.733	70	0.971	0.1	0.667
chr19	8880384	A	-	m6A	158	0.994	0.348	0.767	131	0.992	0.176	0.733	40	1	0.425	0.833	107	1	0.29	0.767
chr19	8880496	A	-	m6A	131	0.954	0.092	0.733	116	0.957	0.034	0.533	34	0.971	0.059	0.767	90	0.944	0.044	0.983
chr19	8890685	A	+	m6A	610	0.982	0.077	0.667	267	0.978	0.004	0.533	160	0.988	0.1	0.617	392	0.99	0.038	0.633
chr19	8897590	A	+	m6A	153	0.974	0.222	0.767	76	0.974	0.276	0.6	64	0.969	0.266	0.7	92	1	0.293	0.767
chr19	8897730	A	+	m6A	159	0.906	0.17	0.733	78	0.923	0.064	0.6	70	0.929	0.2	0.9	101	0.95	0.139	0.817
chr19	8926885	A	+	m6A	74	0.986	0.108	0.633	27	0.963	0	NA	34	1	0.059	0.733	34	0.941	0.029	0.7
chr19	8927093	A	+	m6A	109	0.991	0.376	0.833	61	1	0.197	0.783	57	1	0.421	0.85	46	1	0.304	0.867
chr19	8965980	A	+	m6A	65	0.892	0.169	0.633	36	0.944	0.028	0.633	30	1	0.1	0.7	51	0.941	0.059	0.667
chr19	8966081	A	+	m6A	65	0.985	0.415	0.733	35	1	0.257	0.833	30	0.967	0.467	0.833	49	0.98	0.204	0.767
chr19	9113013	A	-	m6A	63	0.921	0.063	0.833	30	0.967	0.033	0.833	44	0.932	0.068	0.6	39	0.923	0.026	0.867
chr19	9872676	A	-	m6A	334	0.994	0.054	0.683	170	0.988	0	NA	143	0.986	0.091	0.6	200	0.995	0.01	0.633
chr19	9872789	A	-	m6A	244	1	0.053	0.833	112	1	0.018	0.9	91	1	0.11	0.9	152	1	0.007	0.633
chr19	10196587	A	+	m6A	67	1	0.075	0.933	39	1	0.026	0.7	35	0.971	0.086	0.9	55	1	0.018	0.633
chr19	10943031	A	-	m6A	106	0.981	0.396	0.9	68	1	0.074	0.9	30	1	0.6	0.883	54	0.981	0.185	0.8
chr19	11774517	A	+	m6A	118	0.949	0.263	0.767	102	0.971	0.078	0.817	32	0.969	0.312	0.783	87	0.966	0.115	0.733
chr19	14448372	A	-	m6A	202	0.98	0.322	0.8	122	1	0.082	0.8	65	1	0.477	0.833	124	0.984	0.185	0.867
chr19	24094738	A	-	m6A	215	0.977	0.223	0.733	98	0.99	0.061	0.667	89	1	0.27	0.7	150	0.993	0.107	0.7
chr19	24094967	A	-	m6A	112	0.964	0.5	0.733	43	0.93	0.349	0.8	36	1	0.556	0.85	90	0.978	0.389	0.767
chr19	27390265	A	-	m6A	402	0.99	0.179	0.75	242	0.983	0.037	0.767	144	1	0.215	0.833	217	0.986	0.069	0.733
chr19	29143406	A	+	m6A	108	0.991	0.241	0.633	30	1	0.333	0.8	25	1	0.4	0.6	48	1	0.25	0.7
chr19	38968152	A	+	m6A	232	0.991	0.06	0.833	57	0.982	0.018	0.767	80	0.988	0.087	0.7	126	1	0.024	0.733
chr19	40222320	A	-	m6A	97	0.969	0.062	0.783	38	0.974	0.026	0.533	45	0.956	0.133	0.75	87	1	0.034	0.833
chr19	40550329	A	-	m6A	137	1	0.153	0.767	38	0.974	0	NA	54	0.944	0.185	0.683	87	0.989	0.149	0.667
chr19	40550574	A	-	m6A	123	0.992	0.089	0.6	30	1	0.033	0.533	48	0.979	0.208	0.617	78	1	0.09	0.633
chr19	41863077	A	-	m6A	197	0.995	0.457	0.8	144	0.993	0.354	0.8	90	0.967	0.478	0.8	102	0.99	0.382	0.867
chr19	41944013	A	+	m6A	100	1	0.08	0.683	66	0.97	0	NA	40	1	0.05	0.733	50	1	0.02	0.733
chr19	41944367	A	-	m6A	148	0.98	0.074	0.767	88	1	0.011	0.567	90	1	0.067	0.7	130	1	0.046	0.9
chr19	41944373	A	-	m6A	142	0.979	0.401	0.767	83	0.988	0.157	0.867	90	0.978	0.378	0.767	119	0.975	0.21	0.8
chr19	42121835	A	+	m6A	99	0.98	0.374	0.767	49	0.98	0.265	0.867	41	1	0.268	0.8	59	0.983	0.237	0.767
chr19	42123530	A	-	m6A	257	1	0.284	0.767	240	1	0.033	0.783	105	0.99	0.257	0.733	235	0.991	0.106	0.867
chr19	42123613	A	-	m6A	236	0.983	0.085	0.717	237	0.975	0.013	0.7	99	0.98	0.121	0.75	226	0.951	0.027	0.717
chr19	42123648	A	-	m6A	246	0.992	0.297	0.767	227	0.978	0.11	0.8	104	1	0.365	0.767	217	0.991	0.129	0.767
chr19	43663863	A	-	m6A	83	0.964	0.12	0.667	46	1	0	NA	41	1	0.098	0.583	60	0.983	0.05	0.567
chr19	44139431	A	-	m6A	91	0.912	0.198	0.7	41	0.976	0.049	0.75	31	0.935	0.194	0.867	65	0.892	0.154	0.7
chr19	44139478	A	-	m6A	99	0.949	0.404	0.867	39	1	0.077	0.967	37	0.973	0.216	0.9	66	0.97	0.212	0.783
chr19	44306347	A	+	m6A	320	0.975	0.059	0.833	85	0.976	0	NA	81	0.975	0.074	0.917	203	0.99	0.015	0.8
